Longitude,Latitude,Anomaly_Score,eTh_Raw,RTP_Raw
331676.99599322473,4286892.058330265,-0.03138251169470507,249,51.890694
325476.99599322473,4277942.058330265,-0.03138251169470507,249,43.17404
330576.99599322473,4272842.058330265,-0.03136256854000863,249,246.85089
353576.99599322473,4248442.058330265,-0.0313614033430365,249,100.686424
377526.99599322473,4279042.058330265,-0.031344741857552094,244,247.15147
379226.99599322473,4278442.058330265,-0.03129948537410576,249,244.01186
380426.99599322473,4285342.058330265,-0.03129948537410576,249,244.17581
335526.99599322473,4276192.058330265,-0.03123034178838391,249,61.557777
389276.99599322473,4295092.058330265,-0.03123034178838391,249,70.964455
337976.99599322473,4268692.058330265,-0.03123034178838391,249,65.52004
334076.99599322473,4269242.058330265,-0.031155308875638665,238,247.82419
310326.99599322473,4242992.058330265,-0.031140422858115357,249,71.83762
403926.99599322473,4282842.058330265,-0.031140422858115357,249,72.250854
381926.99599322473,4287542.058330265,-0.03112826599864127,249,247.15147
388526.99599322473,4239192.058330265,-0.031050516544280815,249,84.783485
382876.99599322473,4289492.058330265,-0.031050516544280815,249,83.48713
360426.99599322473,4303842.058330265,-0.031048132014075858,244,247.60274
375526.99599322473,4278042.058330265,-0.031033541133902,249,246.71425
346276.99599322473,4262042.058330265,-0.031022549340540384,212,253.15678
338376.99599322473,4242942.058330265,-0.031001098318593656,244,248.16333
369826.99599322473,4301692.058330265,-0.030977374920460043,249,56.09651
335676.99599322473,4306742.058330265,-0.030948955844485204,249,42.0
358476.99599322473,4313142.058330265,-0.03087605004707239,233,252.5962
363126.99599322473,4302992.058330265,-0.03087605004707239,233,252.8562
377276.99599322473,4278192.058330265,-0.030865985679359054,249,243.0
384926.99599322473,4287192.058330265,-0.030865985679359054,249,243.0
355526.99599322473,4311142.058330265,-0.030865985679359054,249,243.0
320876.99599322473,4238942.058330265,-0.030865985679359054,249,244.01186
315876.99599322473,4241242.058330265,-0.030865985679359054,249,243.85202
341376.99599322473,4262092.058330265,-0.030865985679359054,249,243.83667
340276.99599322473,4262992.058330265,-0.030865985679359054,249,243.0
355476.99599322473,4311092.058330265,-0.030865985679359054,249,243.6727
377226.99599322473,4286892.058330265,-0.030831182644377675,249,242.13881
395076.99599322473,4291792.058330265,-0.030831182644377675,249,240.28375
344326.99599322473,4283192.058330265,-0.030811766896194914,238,248.83604
318426.99599322473,4272392.058330265,-0.030811766896194914,244,252.45956
392376.99599322473,4293142.058330265,-0.030808877847076088,222,253.4394
369676.99599322473,4250792.058330265,-0.030808877847076088,222,253.4394
325326.99599322473,4282092.058330265,-0.03079688885941867,249,70.0
331876.99599322473,4286242.058330265,-0.030717662778801724,249,21.63439
334476.99599322473,4274742.058330265,-0.030707030746491504,249,61.0
390576.99599322473,4250992.058330265,-0.030707030746491504,249,59.272167
337226.99599322473,4278842.058330265,-0.030707030746491504,249,59.352566
332226.99599322473,4279942.058330265,-0.030627815782005685,249,24.924261
310776.99599322473,4242542.058330265,-0.03061718524146506,249,73.43806
362276.99599322473,4304242.058330265,-0.03061480232405478,244,249.69722
